Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Age,Brand,Model
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2019,21112,0,0,0,15.1,1196.0,5.0,5.38,5,maruti,eeco 5 str with ac plus htr cng
Honda Jazz Select Edition,Pune,2011,98000,2,0,0,26.052,1198.0,5.0,3.15,13,honda,jazz select edition
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,1,0,0,40.248000000000005,1498.0,5.0,4.35,10,honda,amaze s i-dtech
Maruti Zen LXi - BS III,Hyderabad,2006,80000,2,0,1,26.988000000000003,993.0,5.0,1.2,18,maruti,zen lxi - bs iii
Hyundai i20 Magna,Jaipur,2013,59000,2,0,1,28.86,1197.0,5.0,4.1,11,hyundai,i20 magna
BMW X5 3.0d,Chennai,2009,150000,1,1,0,17.16,2993.0,5.0,18.75,15,bmw,x5 3.0d
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,1,0,0,30.685200000000005,1582.0,5.0,13.78,7,hyundai,creta 1.6 crdi sx option
Maruti Swift Dzire LDI,Kolkata,2016,85450,1,0,0,41.4804,1248.0,5.0,4.0,8,maruti,swift dzire ldi
Maruti Swift VDI,Jaipur,2013,88000,1,0,0,35.724,1248.0,5.0,4.33,11,maruti,swift vdi
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,1,0,0,37.44,1186.0,5.0,5.43,9,hyundai,grand i10 1.2 crdi asta
Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,2,0,0,28.329600000000003,1196.0,5.0,4.9,8,ford,figo aspire 1.2 ti-vct trend
BMW X5 X5 M,Chennai,2017,15000,1,1,0,24.913200000000003,2993.0,5.0,70.0,7,bmw,x5 x5 m
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,1,1,0,18.3768,2143.0,5.0,25.5,8,mercedes-benz,new c-class c 220 cdi celebration edition
Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,2,1,0,29.484,1197.0,5.0,5.1,9,hyundai,grand i10 at asta
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,1,0,0,34.8192,1582.0,5.0,6.7,11,hyundai,verna 1.6 sx crdi (o)
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,1,1,0,26.0988,2993.0,5.0,26.5,11,bmw,5 series 525d sedan
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,1,0,0,36.0048,1461.0,5.0,3.9,11,nissan,micra diesel xv premium
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,2,0,1,24.18,1586.0,5.0,2.7,14,maruti,sx4 zxi mt bsiv
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,1,0,0,32.9472,1248.0,5.0,2.95,13,tata,manza aura quadrajet bs iv
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,1,1,0,25.818,1968.0,5.0,23.0,9,audi,a4 2.0 tdi multitronic
Maruti Swift Ldi BSIV,Pune,2009,140000,1,0,1,27.768,1248.0,5.0,2.49,15,maruti,swift ldi bsiv
Maruti Swift LDI Optional,Jaipur,2015,130000,1,0,0,39.312,1248.0,5.0,4.5,9,maruti,swift ldi optional
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,1,0,0,33.4308,1364.0,5.0,4.5,13,toyota,corolla altis diesel d4dj
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,1,0,0,42.588,1498.0,5.0,6.9,9,honda,jazz 1.5 vx i dtec
BMW 6 Series 650i Coupe,Kochi,2010,65329,2,1,0,12.386400000000002,4395.0,4.0,20.72,14,bmw,6 series 650i coupe
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,2,0,0,25.35,1198.0,5.0,2.21,14,skoda,fabia 1.2 petrol active
Fiat Siena 1.2 ELX,Jaipur,2001,70000,2,0,2,0.0,1242.0,5.0,0.55,23,fiat,siena 1.2 elx
Land Rover Freelander 2 HSE,Mumbai,2011,82000,1,1,1,19.266,2179.0,5.0,13.9,13,land,rover freelander 2 hse
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,2,0,0,23.868,1596.0,5.0,1.46,14,ford,fiesta 1.6 zxi duratec
Hyundai Verna SX CRDi AT,Pune,2012,83000,1,1,0,29.7648,1582.0,5.0,6.0,12,hyundai,verna sx crdi at
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,2,0,0,33.852,999.0,5.0,3.0,8,renault,kwid 1.0 rxt optional
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,1,0,0,34.788000000000004,1248.0,5.0,3.5,12,tata,indica vista quadrajet 90 zx plus
Hyundai i20 Active 1.4 SX,Kochi,2018,37746,1,0,0,33.056400000000004,1396.0,5.0,7.59,6,hyundai,i20 active 1.4 sx
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,2,0,1,23.4,1586.0,5.0,1.99,15,maruti,sx4 zxi bsiii
Renault KWID RXT,Hyderabad,2016,25000,2,0,0,39.26520000000001,799.0,5.0,3.8,8,renault,kwid rxt
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,1,0,0,18.2208,2498.0,7.0,4.0,11,mahindra,xylo e4 abs bs iii
Hyundai EON D Lite Plus,Bangalore,2013,45010,2,0,1,32.916000000000004,814.0,5.0,2.95,11,hyundai,eon d lite plus
Honda Amaze VX i-DTEC,Delhi,2013,75348,1,0,0,40.248000000000005,1498.0,5.0,3.75,11,honda,amaze vx i-dtec
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,1,0,0,34.4292,1199.0,5.0,2.5,14,volkswagen,polo diesel highline 1.2l
Honda City 1.5 V MT,Pune,2011,102013,2,0,0,26.52,1497.0,5.0,3.75,13,honda,city 1.5 v mt
Toyota Fortuner 4x2 AT,Pune,2015,36000,1,1,0,19.578000000000003,2982.0,7.0,22.0,9,toyota,fortuner 4x2 at
Honda Amaze E i-Vtech,Kochi,2017,37578,2,0,0,28.08,1198.0,5.0,6.14,7,honda,amaze e i-vtech
BMW 1 Series 118d Base,Pune,2015,46001,1,1,0,32.1048,1995.0,5.0,16.0,9,bmw,1 series 118d base
Maruti Celerio VXI AT,Hyderabad,2014,46559,2,1,0,36.036,998.0,5.0,3.75,10,maruti,celerio vxi at
Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,1,0,0,20.2644,2494.0,8.0,11.75,9,toyota,innova 2.5 gx (diesel) 8 seater
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,1,1,1,25.5216,2179.0,5.0,24.0,11,jaguar,xf 2.2 litre luxury
Honda WRV i-VTEC VX,Hyderabad,2017,15000,2,0,0,27.3,1199.0,5.0,8.9,7,honda,wrv i-vtec vx
BMW X1 sDrive20d,Chennai,2012,85000,1,1,2,26.598000000000003,1995.0,5.0,10.0,12,bmw,x1 sdrive20d
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,2,1,0,22.308000000000003,1598.0,5.0,5.55,10,skoda,rapid 1.6 mpi at elegance
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,2,0,0,25.1004,1598.0,5.0,3.59,12,volkswagen,vento 1.6 comfortline
Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,1,0,0,35.5212,1498.0,5.0,11.13,5,ford,ecosport 1.5 tdci trend plus be
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,1,0,0,23.556,2179.0,7.0,7.2,12,mahindra,xuv500 w6 2wd
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,1,0,0,29.016,1388.0,5.0,2.98,10,ford,fiesta classic 1.4 duratorq lxi
Hyundai Santro Xing GLS,Pune,2010,75000,2,0,1,27.955200000000005,1086.0,5.0,1.7,14,hyundai,santro xing gls
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,1,1,0,18.72,2987.0,7.0,52.0,9,mercedes-benz,gl-class 2007 2012 350 cdi luxury
Maruti Alto LXi BSII,Pune,2003,69966,2,0,0,30.732,796.0,5.0,0.95,21,maruti,alto lxi bsii
Honda City i VTEC VX Option,Mumbai,2016,42000,2,0,0,27.768,1497.0,5.0,9.25,8,honda,city i vtec vx option
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,1,1,0,20.2956,2199.0,7.0,16.25,10,hyundai,santa fe 2wd at
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,1,1,0,27.924,2143.0,5.0,20.99,9,mercedes-benz,gla class 200 cdi sport
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,1,0,1,19.968000000000004,2494.0,8.0,4.25,19,toyota,innova 2.5 g4 diesel 8-seater
BMW 3 Series 320d Sedan,Bangalore,2008,78000,1,1,1,25.0692,1995.0,5.0,7.2,16,bmw,3 series 320d sedan
Maruti Swift ZXI,Hyderabad,2011,53080,2,0,0,29.016,1197.0,5.0,4.4,13,maruti,swift zxi
Volkswagen Vento Petrol Highline,Pune,2011,66000,2,0,1,23.4624,1598.0,5.0,4.25,13,volkswagen,vento petrol highline
Maruti Ertiga VXI,Ahmedabad,2012,25000,2,0,0,24.9912,1373.0,7.0,5.35,12,maruti,ertiga vxi
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,2,1,1,29.484,1197.0,5.0,6.3,8,hyundai,grand i10 at asta
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,1,0,0,30.685200000000005,1582.0,5.0,12.5,7,hyundai,creta 1.6 crdi sx
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,1,1,1,26.1612,2967.0,5.0,7.5,16,audi,a6 3.0 tdi quattro
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,1,0,0,24.96,1997.0,7.0,11.25,8,mahindra,xuv500 w8 1.99 mhawk
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,2,1,0,25.038,1499.0,5.0,7.65,8,ford,ecosport 1.5 ti vct at titanium be
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,1,0,0,38.064,1120.0,5.0,4.5,8,hyundai,xcent 1.1 crdi base
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,1,1,0,33.0876,1498.0,5.0,7.5,10,volkswagen,vento 1.5 tdi comfortline at
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,2,1,0,20.28,2987.0,5.0,7.1,20,mercedes-benz,s-class 280 at
Hyundai i10 Magna,Mumbai,2010,55980,2,0,0,31.7616,1197.0,5.0,2.25,14,hyundai,i10 magna
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,1,1,0,26.6916,1968.0,5.0,27.0,9,audi,a4 35 tdi technology edition
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,1,0,1,34.164,1396.0,5.0,4.18,12,hyundai,i20 sportz 1.4 crdi
Hyundai Verna 1.4 EX,Chennai,2013,79000,1,0,0,36.66,1396.0,5.0,6.5,11,hyundai,verna 1.4 ex
Honda City 1.5 V MT,Delhi,2010,65100,2,0,0,26.52,1497.0,5.0,3.15,14,honda,city 1.5 v mt
Maruti Ertiga VDI,Pune,2016,54161,1,0,0,39.7332,1248.0,7.0,7.64,8,maruti,ertiga vdi
Maruti Alto LXi BSII,Hyderabad,2011,28619,2,0,0,30.732,796.0,5.0,2.4,13,maruti,alto lxi bsii
Maruti Wagon R AMT VXI,Mumbai,2016,9000,2,1,0,31.995600000000003,998.0,5.0,4.25,8,maruti,wagon r amt vxi
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,1,1,0,29.7648,1582.0,5.0,9.31,8,hyundai,verna 1.6 crdi at sx
Maruti Alto LXi BSIII,Bangalore,2011,64000,2,0,0,30.732,796.0,5.0,2.39,13,maruti,alto lxi bsiii
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,2,0,1,25.1004,1598.0,5.0,7.64,6,volkswagen,vento 1.6 comfortline
Maruti Baleno Zeta 1.2,Delhi,2016,21000,2,0,0,33.384,1197.0,5.0,6.21,8,maruti,baleno zeta 1.2
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,1,1,0,19.3284,2179.0,5.0,16.5,12,land,rover freelander 2 td4 se
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,2,1,0,21.372,1997.0,5.0,8.22,13,honda,cr-v 2.0l 2wd at
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,1,0,0,22.2144,2755.0,7.0,28.85,7,toyota,fortuner 2.8 2wd mt
Honda City V AT,Mumbai,2015,32000,2,1,0,24.336,1497.0,5.0,8.5,9,honda,city v at
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,2,1,1,18.72,5461.0,2.0,90.0,10,mercedes-benz,slk-class 55 amg
Honda City i-VTEC S,Mumbai,2015,10400,2,0,0,27.144,1497.0,5.0,6.51,9,honda,city i-vtec s
Maruti Swift VDI,Mumbai,2013,35000,1,0,0,35.724,1248.0,5.0,4.65,11,maruti,swift vdi
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,2,1,0,22.6668,1794.0,5.0,8.4,11,toyota,corolla altis 2008-2013 1.8 vl at
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,1,0,0,36.8004,1364.0,5.0,5.75,10,toyota,etios cross 1.4l vd
Maruti Wagon R LX,Jaipur,2006,110000,2,0,0,29.484,998.0,5.0,1.11,18,maruti,wagon r lx
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,2,0,0,24.492,1172.0,5.0,3.93,7,fiat,punto 1.2 dynamic
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,2,1,0,18.72,1991.0,5.0,17.25,10,mercedes-benz,e-class 2015-2017 e 200 cgi
Jaguar XF Aero Sport Edition,Delhi,2012,16000,1,1,0,25.5216,2179.0,5.0,32.0,12,jaguar,xf aero sport edition
Hyundai i20 Sportz Petrol,Kochi,2011,62020,2,0,0,26.52,1197.0,5.0,3.45,13,hyundai,i20 sportz petrol
Land Rover Freelander 2 SE,Pune,2014,85000,1,1,1,19.3284,2179.0,5.0,23.0,10,land,rover freelander 2 se
Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,2,0,0,29.016,1197.0,5.0,7.32,6,hyundai,elite i20 petrol sportz
Honda Amaze S i-Vtech,Jaipur,2014,41210,2,0,0,28.08,1198.0,5.0,4.4,10,honda,amaze s i-vtech
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,1,1,0,18.314400000000003,2987.0,5.0,47.35,9,mercedes-benz,m-class ml 350 4matic
Maruti Alto 800 VXI,Coimbatore,2016,18043,2,0,0,35.4744,796.0,5.0,4.12,8,maruti,alto 800 vxi
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,1,1,0,17.7216,2755.0,7.0,19.5,8,toyota,innova crysta 2.8 zx at
Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,2,1,0,29.484,1197.0,5.0,6.2,8,hyundai,grand i10 at asta
BMW X3 xDrive30d M Sport,Bangalore,2016,49000,1,1,0,25.818,2993.0,5.0,45.0,8,bmw,x3 xdrive30d m sport
Maruti 1000 AC,Hyderabad,1998,104000,2,0,1,23.4,970.0,5.0,0.85,26,maruti,1000 ac
Hyundai i20 Magna,Chennai,2010,95000,2,0,1,28.86,1197.0,5.0,2.8,14,hyundai,i20 magna
Hyundai Grand i10 AT Asta,Pune,2015,32000,2,1,0,29.484,1197.0,5.0,4.8,9,hyundai,grand i10 at asta
Hyundai Santro Xing XG,Pune,2003,80000,2,0,1,26.52,1086.0,5.0,0.9,21,hyundai,santro xing xg
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,1,0,0,39.015600000000006,1498.0,5.0,5.65,10,ford,fiesta 1.5 tdci titanium
Mercedes-Benz E-Class 220 CDI,Ahmedabad,2011,78000,1,0,1,23.4,2148.0,5.0,14.5,13,mercedes-benz,e-class 220 cdi
Maruti Swift Dzire VDI,Ahmedabad,2015,69000,1,0,0,41.4804,1248.0,5.0,5.9,9,maruti,swift dzire vdi
Toyota Etios VXD,Pune,2015,65000,1,0,1,36.8004,1364.0,5.0,5.0,9,toyota,etios vxd
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,2,0,0,29.796000000000003,1197.0,5.0,4.9,9,hyundai,xcent 1.2 kappa base
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,2,0,0,21.06,1799.0,5.0,4.25,15,honda,civic 2006-2010 1.8 s mt
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,1,0,0,20.2644,2494.0,8.0,10.9,10,toyota,innova 2.5 gx (diesel) 8 seater
Hyundai Accent GLE,Delhi,2012,56000,2,0,0,20.592,1495.0,5.0,2.45,12,hyundai,accent gle
Maruti Alto 800 LXI,Pune,2013,30000,2,0,0,35.4744,796.0,5.0,2.5,11,maruti,alto 800 lxi
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,2,1,0,12.636,5461.0,2.0,29.5,14,mercedes-benz,sl-class sl 500
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,1,0,1,35.412,1498.0,5.0,5.75,11,ford,ecosport 1.5 dv5 mt titanium optional
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,2,0,0,31.4184,1197.0,5.0,5.0,6,hyundai,xcent 1.2 vtvt e
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,2,1,0,22.308000000000003,1598.0,5.0,4.62,10,skoda,rapid 1.6 mpi at ambition plus
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,1,1,0,24.5388,1968.0,5.0,23.5,8,audi,q3 2012-2015 35 tdi quattro premium plus
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,1,0,0,24.96,2179.0,7.0,7.25,11,mahindra,xuv500 w8 2wd
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,2,0,0,26.52,1591.0,5.0,11.88,5,hyundai,verna vtvt 1.6 sx option
Hyundai Verna Xi (Petrol),Chennai,2009,60000,2,0,2,21.684,1599.0,5.0,2.25,15,hyundai,verna xi (petrol)
Ford Ikon 1.6 CLXI,Pune,2003,83000,2,0,1,22.152,1597.0,5.0,0.85,21,ford,ikon 1.6 clxi
Nissan Micra Active XV,Pune,2018,24000,2,0,0,30.716400000000004,1198.0,5.0,4.0,6,nissan,micra active xv
Honda Brio VX AT,Pune,2016,32198,2,1,0,25.74,1198.0,5.0,5.1,8,honda,brio vx at
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,1,0,0,20.2644,2494.0,7.0,12.5,10,toyota,innova 2.5 gx (diesel) 7 seater
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,1,0,0,32.1984,1498.0,5.0,2.9,13,volkswagen,vento 1.5 tdi highline
Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,1,0,0,24.96,2179.0,7.0,15.96,8,mahindra,xuv500 w10 awd
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,2,1,0,26.364,1197.0,5.0,5.45,9,hyundai,xcent 1.2 kappa at sx option
Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,1,0,0,21.06,2198.0,7.0,23.86,7,ford,endeavour 2.2 trend mt 4x4
Chevrolet Spark 1.0 LT,Kochi,2008,43761,2,0,0,28.08,995.0,5.0,1.75,16,chevrolet,spark 1.0 lt
Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,1,0,0,38.2512,1248.0,7.0,9.75,7,maruti,ertiga shvs vdi
Honda Amaze S i-Dtech,Bangalore,2013,61510,1,0,0,40.248000000000005,1498.0,5.0,4.75,11,honda,amaze s i-dtech
Honda City i VTEC S,Delhi,2014,60000,2,0,0,27.144,1497.0,5.0,6.25,10,honda,city i vtec s
Mini Cooper Countryman D,Bangalore,2014,35165,1,1,1,37.128,1998.0,5.0,22.0,10,mini,cooper countryman d
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,2,1,0,22.6668,1794.0,5.0,14.14,8,toyota,corolla altis 2008-2013 1.8 vl at
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2005,45000,2,0,0,26.52,1086.0,5.0,0.95,19,hyundai,santro xing xl erlx euro iii
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,2,1,0,21.372,1798.0,5.0,11.95,10,skoda,superb elegance 1.8 tsi at
Maruti Wagon R LXI BS IV,Delhi,2011,68000,2,0,0,29.484,998.0,5.0,2.5,13,maruti,wagon r lxi bs iv
Hyundai i10 Era 1.1,Mumbai,2013,49000,2,0,0,30.9036,1086.0,5.0,2.75,11,hyundai,i10 era 1.1
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,2,0,0,37.1904,1199.0,5.0,5.85,5,tata,tiago 1.2 revotron xt option
Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,2,0,0,33.384,1197.0,5.0,6.25,8,maruti,baleno zeta 1.2
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,2,0,0,23.4624,1598.0,5.0,4.95,10,volkswagen,vento 1.6 highline
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,2,0,0,29.484,1197.0,5.0,4.75,7,hyundai,grand i10 1.2 kappa sportz option
Ford Figo Diesel EXI,Delhi,2013,54000,1,0,0,31.200000000000003,1399.0,5.0,2.55,11,ford,figo diesel exi
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,2,1,1,21.684,1799.0,5.0,4.5,13,honda,civic 2010-2013 1.8 v at sunroof
Maruti Alto 800 LXI,Kochi,2015,21652,2,0,0,35.4744,796.0,5.0,3.01,9,maruti,alto 800 lxi
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,1,1,0,24.4608,1999.0,5.0,42.0,8,land,rover range rover evoque 2.0 td4 hse dynamic
Audi A6 2.7 TDI,Kolkata,2010,35010,1,1,0,19.344,2698.0,5.0,11.5,14,audi,a6 2.7 tdi
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,1,1,0,17.16,2987.0,5.0,10.99,18,mercedes-benz,e-class 280 cdi
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,2,1,0,26.52,1497.0,5.0,3.71,15,honda,city 1.5 v at exclusive
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,2,1,2,15.756,2354.0,5.0,2.0,18,honda,cr-v 2.4 4wd at
Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,1,0,0,43.8204,1248.0,5.0,9.48,6,maruti,ciaz 1.3 alpha
Maruti Wagon R LXI,Jaipur,2004,62000,2,0,1,29.484,998.0,5.0,1.25,20,maruti,wagon r lxi
Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,1,0,0,30.685200000000005,1582.0,5.0,10.9,9,hyundai,creta 1.6 crdi sx option
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,1,0,0,43.8204,1248.0,5.0,5.5,9,maruti,ciaz vdi plus shvs
Hyundai EON D Lite Plus,Coimbatore,2016,64624,2,0,0,32.916000000000004,814.0,5.0,3.71,8,hyundai,eon d lite plus
Maruti Ertiga VXI,Mumbai,2014,69192,2,0,0,24.9912,1373.0,7.0,6.25,10,maruti,ertiga vxi
Volkswagen Vento Diesel Highline,Chennai,2012,55000,1,0,0,32.0424,1598.0,5.0,4.9,12,volkswagen,vento diesel highline
Honda City 1.5 GXI,Mumbai,2005,81000,2,0,1,19.968000000000004,1493.0,5.0,1.1,19,honda,city 1.5 gxi
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,2,0,0,25.6932,1198.0,5.0,4.72,8,volkswagen,polo petrol trendline 1.2l
Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,0,0,0,33.44,796.0,4.0,3.7,7,maruti,alto 800 2016-2019 cng lxi
Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,1,1,0,27.924,2143.0,5.0,24.85,8,mercedes-benz,gla class 200 cdi
Hyundai Santa Fe 4X2,Jaipur,2013,74000,1,0,0,22.8696,2199.0,7.0,12.25,11,hyundai,santa fe 4x2
Maruti Swift VDI,Kolkata,2014,47000,1,0,0,35.724,1248.0,5.0,3.9,10,maruti,swift vdi
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,2,0,0,29.016,1197.0,5.0,6.28,7,hyundai,elite i20 sportz plus
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,1,0,0,21.84,2498.0,8.0,2.75,13,mahindra,xylo e8 bs iv
Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,2,0,0,29.484,1197.0,5.0,7.85,7,hyundai,grand i10 asta option
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,2,0,0,23.4624,1598.0,5.0,2.95,13,volkswagen,vento petrol highline
Honda Accord 2.4 A/T,Mumbai,2008,79000,2,1,1,18.252,2354.0,5.0,4.85,16,honda,accord 2.4 a/t
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,1,1,1,21.06,2925.0,5.0,30.0,13,mercedes-benz,s-class s 350 d
Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,1,1,0,23.4,2143.0,5.0,19.9,8,mercedes-benz,b class b200 cdi
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,1,0,0,31.98,1582.0,5.0,10.8,8,hyundai,creta 1.6 sx option diesel
Maruti Alto LXI,Hyderabad,2007,52195,2,0,0,30.732,796.0,5.0,1.75,17,maruti,alto lxi
Audi A3 35 TDI Premium,Mumbai,2016,20003,1,1,0,31.7928,1968.0,5.0,19.25,8,audi,a3 35 tdi premium
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,1,0,0,30.997200000000003,1461.0,5.0,5.5,11,renault,duster 85ps diesel rxl
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,1,0,0,27.768,1399.0,5.0,2.75,15,ford,fiesta 1.4 zxi tdci abs
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,1,0,0,30.685200000000005,1582.0,5.0,13.0,9,hyundai,creta 1.6 sx plus diesel
Ford Figo Diesel ZXI,Mumbai,2011,30000,1,0,0,31.200000000000003,1399.0,5.0,3.2,13,ford,figo diesel zxi
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,2,0,0,23.8056,1598.0,5.0,5.84,11,volkswagen,polo petrol highline 1.6l
Volvo V40 D3 R Design,Hyderabad,2015,38000,1,1,1,26.208,1969.0,5.0,24.0,9,volvo,v40 d3 r design
Hyundai Verna SX CRDi AT,Chennai,2012,41000,1,1,0,29.7648,1582.0,5.0,6.25,12,hyundai,verna sx crdi at
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,1,1,0,22.6044,2993.0,5.0,36.0,15,bmw,7 series 2007-2012 730ld
Mitsubishi Lancer GLXD,Chennai,2003,125000,1,0,2,23.088,1998.0,5.0,3.0,21,mitsubishi,lancer glxd
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,1,0,0,17.94,2982.0,7.0,11.0,14,toyota,fortuner 3.0 diesel
Maruti Ciaz VDi Plus,Chennai,2015,90000,1,0,0,40.887600000000006,1248.0,5.0,6.5,9,maruti,ciaz vdi plus
Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,1,0,0,37.908,1248.0,5.0,9.4,6,maruti,vitara brezza vdi option
BMW 3 Series Luxury Line,Kochi,2018,21936,1,1,0,33.945600000000006,1995.0,5.0,37.92,6,bmw,3 series luxury line
